Order ID,Customer ID,Product,Category,Region,Sales Amount,Order Date
ORD1153,CUST23,Headphones,Accessories,West,1130.89,2023-12-23
ORD1154,CUST81,Keyboard,Accessories,East,675.91,2023-04-08
ORD1155,CUST53,Laptop,Electronics,West,234.99,2023-09-24
ORD1156,CUST19,Tablet,Electronics,North,461.48,2023-04-15
ORD1157,CUST95,Laptop,Electronics,North,576.47,2023-11-19
ORD1158,CUST61,Smartphone,Electronics,South,986.58,2023-05-03
ORD1159,CUST60,Monitor,Electronics,East,877.63,2023-01-29
ORD1160,CUST71,Tablet,Electronics,South,566.34,2023-05-17
ORD1161,CUST1,Smartphone,Electronics,North,1480.45,2023-07-14
ORD1162,CUST30,Smartwatch,Accessories,West,928.37,2023-08-14
ORD1163,CUST87,Monitor,Electronics,East,393.98,2023-11-28
ORD1164,CUST87,Laptop,Electronics,West,197.58,2023-06-19
ORD1165,CUST8,Smartphone,Electronics,West,271.65,2023-01-09
ORD1166,CUST88,Smartwatch,Accessories,East,406.64,2023-02-09
ORD1167,CUST17,Tablet,Electronics,South,282.99,2023-01-25
ORD1168,CUST7,Tablet,Electronics,West,320.52,2023-09-18
ORD1169,CUST13,Mouse,Accessories,North,463.39,2023-08-14
ORD1170,CUST49,Smartwatch,Accessories,West,301.39,2023-05-04
ORD1171,CUST75,Keyboard,Accessories,East,1350.31,2023-02-07
ORD1172,CUST96,Headphones,Accessories,East,166.34,2023-11-24
ORD1173,CUST53,Monitor,Electronics,East,810.54,2023-09-08
ORD1174,CUST73,Smartwatch,Accessories,South,645.08,2023-06-25
ORD1175,CUST63,Mouse,Accessories,West,1474.45,2023-03-31
ORD1176,CUST62,Headphones,Accessories,South,212.46,2023-02-06
ORD1177,CUST62,Headphones,Accessories,South,626.89,2023-11-12
ORD1178,CUST45,Smartphone,Electronics,East,1455.73,2023-06-25
ORD1179,CUST49,Headphones,Accessories,East,1304.99,2023-10-11
ORD1180,CUST9,Keyboard,Accessories,South,1234.75,2023-03-22
ORD1181,CUST19,Tablet,Electronics,West,423.96,2023-04-24
ORD1182,CUST69,Mouse,Accessories,North,297.79,2023-02-09
ORD1183,CUST1,Headphones,Accessories,South,1019.53,2023-10-28
ORD1184,CUST26,Smartphone,Electronics,West,1397.6,2023-08-12
ORD1185,CUST43,Keyboard,Accessories,East,857.31,2023-11-14
ORD1186,CUST14,Laptop,Electronics,East,878.84,2023-12-15
ORD1187,CUST68,Tablet,Electronics,West,455.97,2023-04-25
ORD1188,CUST59,Tablet,Electronics,North,1165.76,2023-07-05
ORD1189,CUST47,Mouse,Accessories,East,321.21,2023-11-19
ORD1190,CUST27,Tablet,Electronics,East,519.33,2023-02-25
ORD1191,CUST61,Headphones,Accessories,East,666.88,2023-02-09
ORD1192,CUST63,Smartphone,Electronics,West,786.04,2023-12-20
ORD1193,CUST43,Tablet,Electronics,South,401.49,2023-02-09
ORD1194,CUST40,Tablet,Electronics,East,216.51,2023-12-13
ORD1195,CUST37,Laptop,Electronics,South,935.4,2023-08-25
ORD1196,CUST40,Laptop,Electronics,North,468.51,2023-10-16
ORD1197,CUST63,Monitor,Electronics,East,892.8,2023-09-19
ORD1198,CUST20,Keyboard,Accessories,East,273.83,2023-08-04
ORD1199,CUST54,Headphones,Accessories,North,747.65,2023-05-27
ORD1200,CUST7,Tablet,Electronics,East,822.25,2023-12-02
ORD1201,CUST19,Smartwatch,Accessories,South,125.14,2023-06-17
ORD1202,CUST1,Tablet,Electronics,West,538.08,2023-04-02
ORD1203,CUST91,Smartphone,Electronics,South,244.9,2023-12-19
ORD1204,CUST94,Monitor,Electronics,West,141.89,2023-02-28
ORD1205,CUST4,Keyboard,Accessories,West,1485.44,2023-02-28
ORD1206,CUST75,Smartwatch,Accessories,South,517.41,2023-10-31
ORD1207,CUST76,Monitor,Electronics,South,1224.32,2023-06-18
ORD1208,CUST81,Mouse,Accessories,South,419.23,2023-09-26
ORD1209,CUST44,Keyboard,Accessories,South,1038.18,2023-12-29
ORD1210,CUST40,Tablet,Electronics,North,1152.33,2023-02-14
ORD1211,CUST33,Tablet,Electronics,East,913.68,2023-12-11
ORD1212,CUST23,Keyboard,Accessories,West,733.79,2023-06-30
ORD1213,CUST12,Tablet,Electronics,South,647.17,2023-06-19
ORD1214,CUST71,Headphones,Accessories,South,555.86,2023-12-22
ORD1215,CUST7,Keyboard,Accessories,South,1397.82,2023-07-10
ORD1216,CUST82,Monitor,Electronics,North,1254.4,2023-06-04
ORD1217,CUST31,Keyboard,Accessories,South,1449.29,2023-07-07
ORD1218,CUST31,Smartwatch,Accessories,South,230.23,2023-01-07
ORD1219,CUST60,Tablet,Electronics,South,1109.76,2023-05-13
ORD1220,CUST77,Headphones,Accessories,East,1410.59,2023-08-23
ORD1221,CUST32,Headphones,Accessories,North,312.79,2023-02-14
ORD1222,CUST75,Mouse,Accessories,South,146.42,2023-11-10
ORD1223,CUST86,Monitor,Electronics,West,1124.62,2023-09-06
ORD1224,CUST60,Laptop,Electronics,West,882.99,2023-01-31
ORD1225,CUST93,Laptop,Electronics,West,1270.65,2023-01-23
ORD1226,CUST46,Keyboard,Accessories,North,252.67,2023-06-09
ORD1227,CUST13,Mouse,Accessories,North,1203.14,2023-12-29
ORD1228,CUST22,Smartphone,Electronics,West,342.36,2023-06-07
ORD1229,CUST7,Keyboard,Accessories,South,287.3,2023-02-08
ORD1230,CUST15,Mouse,Accessories,North,288.19,2023-03-23
ORD1231,CUST57,Monitor,Electronics,West,1231.13,2023-12-22
ORD1232,CUST92,Monitor,Electronics,West,1014.54,2023-09-15
ORD1233,CUST53,Monitor,Electronics,South,808.44,2023-07-25
ORD1234,CUST56,Monitor,Electronics,East,570.3,2023-03-18
ORD1235,CUST92,Monitor,Electronics,North,1321.94,2023-01-12
ORD1236,CUST77,Mouse,Accessories,South,619.05,2023-10-22
ORD1237,CUST43,Mouse,Accessories,West,1234.07,2023-08-12
ORD1238,CUST41,Headphones,Accessories,West,686.75,2023-01-13
ORD1239,CUST95,Smartwatch,Accessories,South,596.57,2023-02-15
ORD1240,CUST56,Laptop,Electronics,North,720.89,2023-06-04
ORD1241,CUST63,Tablet,Electronics,East,487.0,2023-04-23
ORD1242,CUST88,Monitor,Electronics,East,1134.03,2023-08-21
ORD1243,CUST79,Smartphone,Electronics,West,778.94,2023-01-17
ORD1244,CUST11,Tablet,Electronics,North,386.71,2023-12-26
ORD1245,CUST3,Mouse,Accessories,East,1354.38,2023-08-11
ORD1246,CUST77,Smartphone,Electronics,North,606.64,2023-12-20
ORD1247,CUST10,Smartphone,Electronics,North,838.15,2023-07-07
ORD1248,CUST24,Smartphone,Electronics,West,1364.38,2023-12-10
ORD1249,CUST9,Headphones,Accessories,East,955.15,2023-12-31
ORD1250,CUST61,Mouse,Accessories,South,219.5,2023-06-12
ORD1251,CUST56,Smartphone,Electronics,West,1412.76,2023-11-22
ORD1252,CUST85,Monitor,Electronics,East,960.18,2023-03-15
ORD1253,CUST88,Keyboard,Accessories,East,535.61,2023-08-21
ORD1254,CUST65,Smartphone,Electronics,East,251.94,2023-08-12
ORD1255,CUST23,Headphones,Accessories,East,1201.34,2023-11-15
ORD1256,CUST16,Tablet,Electronics,East,949.11,2023-03-01
ORD1257,CUST15,Mouse,Accessories,North,823.52,2023-12-01
ORD1258,CUST8,Smartwatch,Accessories,West,1346.14,2023-08-10
ORD1259,CUST58,Headphones,Accessories,North,1193.47,2023-02-06
ORD1260,CUST27,Smartphone,Electronics,South,269.93,2023-10-05
ORD1261,CUST69,Mouse,Accessories,East,502.0,2023-07-15
ORD1262,CUST36,Keyboard,Accessories,West,410.31,2023-12-18
ORD1263,CUST87,Smartphone,Electronics,East,1128.72,2023-08-30
ORD1264,CUST97,Headphones,Accessories,West,98.62,2023-11-20
ORD1265,CUST22,Laptop,Electronics,North,876.34,2023-08-07
ORD1266,CUST100,Monitor,Electronics,West,1155.57,2023-07-11
ORD1267,CUST62,Smartwatch,Accessories,South,1321.31,2023-01-17
ORD1268,CUST78,Tablet,Electronics,South,546.02,2023-01-12
ORD1269,CUST60,Headphones,Accessories,West,1240.82,2023-07-12
ORD1270,CUST100,Mouse,Accessories,West,210.42,2023-01-22
ORD1271,CUST94,Smartwatch,Accessories,West,1277.36,2023-04-30
ORD1272,CUST5,Smartwatch,Accessories,West,234.86,2023-07-29
ORD1273,CUST54,Smartwatch,Accessories,South,626.07,2023-11-02
ORD1274,CUST64,Smartphone,Electronics,East,1206.08,2023-09-27
ORD1275,CUST84,Monitor,Electronics,West,267.38,2023-07-11
ORD1276,CUST21,Smartphone,Electronics,West,382.41,2023-06-24
ORD1277,CUST4,Mouse,Accessories,South,1097.27,2023-10-12
ORD1278,CUST7,Smartphone,Electronics,South,1094.05,2023-07-23
ORD1279,CUST30,Laptop,Electronics,North,979.66,2023-06-13
ORD1280,CUST5,Monitor,Electronics,West,1056.23,2023-09-08
ORD1281,CUST52,Monitor,Electronics,North,836.95,2023-08-15
ORD1282,CUST66,Mouse,Accessories,South,415.11,2023-01-07
ORD1283,CUST38,Tablet,Electronics,South,551.26,2023-01-29
ORD1284,CUST38,Laptop,Electronics,East,313.32,2023-02-02
ORD1285,CUST81,Headphones,Accessories,West,1367.25,2023-05-14
ORD1286,CUST89,Smartphone,Electronics,North,895.92,2023-03-20
ORD1287,CUST17,Keyboard,Accessories,South,631.23,2023-02-27
ORD1288,CUST40,Smartphone,Electronics,South,719.91,2023-01-26
ORD1289,CUST83,Smartwatch,Accessories,North,1423.56,2023-08-14
ORD1290,CUST35,Smartphone,Electronics,East,272.36,2023-10-12
ORD1291,CUST92,Headphones,Accessories,South,900.03,2023-01-04
ORD1292,CUST5,Smartphone,Electronics,West,783.54,2023-04-09
ORD1293,CUST71,Laptop,Electronics,South,936.61,2023-02-08
ORD1294,CUST54,Laptop,Electronics,West,76.26,2023-09-28
ORD1295,CUST73,Monitor,Electronics,North,1314.58,2023-10-12
ORD1296,CUST100,Mouse,Accessories,West,1401.57,2023-06-06
ORD1297,CUST84,Tablet,Electronics,North,869.44,2023-03-16
ORD1298,CUST58,Keyboard,Accessories,West,1060.14,2023-10-15
ORD1299,CUST29,Smartwatch,Accessories,North,1387.62,2023-05-10
ORD1300,CUST6,Smartphone,Electronics,West,1075.5,2023-06-24
ORD1301,CUST12,Smartphone,Electronics,East,271.18,2023-03-25
ORD1302,CUST13,Headphones,Accessories,West,885.62,2023-01-22
ORD1303,CUST61,Mouse,Accessories,West,929.74,2023-01-27
ORD1304,CUST66,Laptop,Electronics,East,664.99,2023-07-14
ORD1305,CUST35,Keyboard,Accessories,South,1117.84,2023-12-03
ORD1306,CUST26,Monitor,Electronics,South,1404.83,2023-08-24
ORD1307,CUST94,Laptop,Electronics,West,1392.07,2023-04-02
ORD1308,CUST40,Smartwatch,Accessories,East,703.72,2023-01-21
ORD1309,CUST72,Mouse,Accessories,West,214.2,2023-10-30
ORD1310,CUST54,Smartwatch,Accessories,North,1478.02,2023-12-23
ORD1311,CUST67,Tablet,Electronics,North,1266.4,2023-03-25
ORD1312,CUST35,Monitor,Electronics,West,230.76,2023-09-19
ORD1313,CUST24,Tablet,Electronics,South,1385.22,2023-05-27
ORD1314,CUST61,Headphones,Accessories,South,1311.35,2023-09-14
ORD1315,CUST2,Smartwatch,Accessories,West,802.32,2023-02-27
ORD1316,CUST57,Headphones,Accessories,West,907.35,2023-01-15
ORD1317,CUST51,Smartphone,Electronics,North,628.55,2023-06-11
ORD1318,CUST40,Tablet,Electronics,South,129.4,2023-06-12
ORD1319,CUST89,Mouse,Accessories,West,536.04,2023-11-16
ORD1320,CUST80,Smartwatch,Accessories,North,1214.14,2023-10-08
ORD1321,CUST12,Keyboard,Accessories,South,56.72,2023-10-07
ORD1322,CUST15,Monitor,Electronics,East,533.57,2023-01-12
ORD1323,CUST76,Laptop,Electronics,North,627.34,2023-10-01
ORD1324,CUST54,Mouse,Accessories,South,829.22,2023-09-28
ORD1325,CUST43,Mouse,Accessories,South,1383.79,2023-07-27
ORD1326,CUST8,Headphones,Accessories,North,552.2,2023-01-27
ORD1327,CUST12,Tablet,Electronics,East,553.08,2023-03-13
ORD1328,CUST94,Smartwatch,Accessories,North,1119.38,2023-03-01
ORD1329,CUST41,Smartwatch,Accessories,South,705.72,2023-05-25
ORD1330,CUST14,Smartphone,Electronics,West,375.68,2023-04-03
ORD1331,CUST17,Smartphone,Electronics,West,706.04,2023-11-05
ORD1332,CUST41,Monitor,Electronics,North,254.24,2023-01-08
ORD1333,CUST99,Headphones,Accessories,South,305.76,2023-03-20
ORD1334,CUST23,Mouse,Accessories,West,772.63,2023-01-27
ORD1335,CUST83,Smartwatch,Accessories,South,657.44,2023-06-23
ORD1336,CUST8,Keyboard,Accessories,North,1376.53,2023-02-19
ORD1337,CUST86,Headphones,Accessories,West,575.47,2023-07-18
ORD1338,CUST13,Monitor,Electronics,South,891.85,2023-12-15
ORD1339,CUST96,Monitor,Electronics,West,966.78,2023-06-30
ORD1340,CUST17,Headphones,Accessories,North,68.99,2023-01-24
ORD1341,CUST66,Monitor,Electronics,South,1012.13,2023-11-12
ORD1342,CUST2,Headphones,Accessories,West,308.15,2023-02-15
ORD1343,CUST80,Laptop,Electronics,North,1443.55,2023-01-15
ORD1344,CUST2,Headphones,Accessories,West,265.56,2023-06-02
ORD1345,CUST77,Tablet,Electronics,West,651.2,2023-08-10
ORD1346,CUST64,Headphones,Accessories,East,173.76,2023-07-25
ORD1347,CUST60,Monitor,Electronics,East,1495.47,2023-09-30
ORD1348,CUST41,Smartwatch,Accessories,North,778.18,2023-08-24
ORD1349,CUST52,Tablet,Electronics,East,913.31,2023-12-06
ORD1350,CUST100,Monitor,Electronics,North,147.26,2023-08-16
ORD1351,CUST1,Smartphone,Electronics,East,1137.44,2023-01-09
ORD1352,CUST37,Smartphone,Electronics,West,354.36,2023-06-15
ORD1353,CUST45,Smartwatch,Accessories,North,1352.18,2023-11-15
ORD1354,CUST70,Smartwatch,Accessories,North,347.45,2023-08-02
ORD1355,CUST17,Tablet,Electronics,West,326.5,2023-04-27
ORD1356,CUST60,Laptop,Electronics,North,103.0,2023-12-10
ORD1357,CUST1,Smartwatch,Accessories,North,734.5,2023-03-13
ORD1358,CUST61,Smartphone,Electronics,East,869.02,2023-03-05
ORD1359,CUST66,Headphones,Accessories,North,145.28,2023-07-24
ORD1360,CUST43,Monitor,Electronics,South,1174.52,2023-07-28
ORD1361,CUST51,Smartphone,Electronics,West,707.27,2023-03-13
ORD1362,CUST58,Smartphone,Electronics,East,810.37,2023-10-04
ORD1363,CUST64,Laptop,Electronics,East,689.11,2023-10-01
ORD1364,CUST63,Tablet,Electronics,South,631.11,2023-11-16
ORD1365,CUST85,Tablet,Electronics,West,861.48,2023-12-04
ORD1366,CUST25,Mouse,Accessories,West,275.1,2023-04-05
ORD1367,CUST88,Laptop,Electronics,East,313.8,2023-06-15
ORD1368,CUST24,Headphones,Accessories,North,1299.59,2023-02-01
ORD1369,CUST99,Tablet,Electronics,East,1421.87,2023-01-11
ORD1370,CUST18,Monitor,Electronics,West,591.3,2023-10-28
ORD1371,CUST69,Smartwatch,Accessories,South,442.58,2023-08-05
ORD1372,CUST4,Laptop,Electronics,East,983.8,2023-10-16
ORD1373,CUST98,Smartwatch,Accessories,West,642.66,2023-04-12
ORD1374,CUST65,Smartphone,Electronics,East,86.81,2023-09-24
ORD1375,CUST81,Monitor,Electronics,North,276.42,2023-08-02
ORD1376,CUST30,Monitor,Electronics,East,1088.16,2023-06-28
ORD1377,CUST56,Smartphone,Electronics,East,1005.44,2023-03-29
ORD1378,CUST63,Laptop,Electronics,West,89.29,2023-02-10
ORD1379,CUST39,Smartphone,Electronics,West,371.86,2023-03-17
ORD1380,CUST71,Smartwatch,Accessories,West,385.06,2023-02-15
ORD1381,CUST44,Mouse,Accessories,East,1024.24,2023-06-09
ORD1382,CUST36,Monitor,Electronics,North,78.58,2023-03-21
ORD1383,CUST72,Keyboard,Accessories,South,200.96,2023-11-06
ORD1384,CUST30,Keyboard,Accessories,South,1209.88,2023-03-27
ORD1385,CUST39,Smartwatch,Accessories,West,308.89,2023-04-02
ORD1386,CUST39,Headphones,Accessories,West,996.48,2023-05-28
ORD1387,CUST64,Tablet,Electronics,East,395.37,2023-06-10
ORD1388,CUST77,Smartphone,Electronics,South,194.19,2023-07-21
ORD1389,CUST63,Smartphone,Electronics,West,402.6,2023-08-30
ORD1390,CUST56,Headphones,Accessories,North,1097.29,2023-12-19
ORD1391,CUST70,Headphones,Accessories,North,1290.76,2023-01-02
ORD1392,CUST8,Smartwatch,Accessories,West,1253.82,2023-08-13
ORD1393,CUST32,Smartwatch,Accessories,West,625.92,2023-10-16
ORD1394,CUST16,Headphones,Accessories,South,1018.72,2023-08-21
ORD1395,CUST35,Monitor,Electronics,South,347.23,2023-03-18
ORD1396,CUST87,Smartwatch,Accessories,East,475.06,2023-04-26
ORD1397,CUST85,Mouse,Accessories,South,1349.69,2023-06-03
ORD1398,CUST54,Smartwatch,Accessories,North,68.85,2023-04-13
ORD1399,CUST75,Smartphone,Electronics,North,173.99,2023-07-13
